TransactionNo,TransactionDate,TransactionType,Location,CustomerCode,CustomerName,ItemCategory,ItemCode,ItemName,SKU,ProductAttributes,BatchNo,StockType,Cost,SaleQty,SaleBonusQty,SaleTotalQty,MRP,SaleAmount,SR_Qty,SR_BonusQty,SR_TotalQty,SR_Rate,SR_Amount,DiscountAmount,OtherCharge,VATAmount,TAXAmount,LocationAddress,CustomerAddress,CustomerBirthDate,CustomerMarriageStatus,CustomerAgeInYear,PerInvoiceAverageAmount
S-09062,1-Oct-22,Sale,Turag,C-000545,M/S Zerin Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO1-07-23,OUT,250.00 ,2.00,0.00,2.00,940.00,1880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Boheratoli , Gazipur",18-Jul-93,NO,30 Year,31111.74
S-08728,22-Sep-22,Sale,Turag,C-000580,M/S Al Hera Marketing,Aqua Product,I-00202,Clean 100ml,ml,100 ml,Po02-07-22,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Tangail Sador, Tangail",30-Jun-78,NO,45 Year,4032.48
S-08673,21-Sep-22,Sale,Turag,C-000114,M/S PP Poultry Feed & Medicine Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,Po02-07-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Barekmarket,Chabagan,Gazipur",28-Feb-70,NO,53 Year,80391.06
S-08501,17-Sep-22,Sale,Turag,C-000500,M/S Mondol Agro farm,Aqua Product,I-00202,Clean 100ml,ml,100 ml,Po02-07-22,OUT,250.00 ,39.00,1.00,40.00,940.00,36660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Kawltia Bazar,Kaliakair,Gazipur.",14-Apr-92,NO,31 Year,23633.44
S-08407,11-Sep-22,Sale,Turag,C-000545,M/S Zerin Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO1-07-23,OUT,250.00 ,30.00,0.00,30.00,940.00,28200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Boheratoli , Gazipur",18-Jul-93,NO,30 Year,31111.74
S-08246,7-Sep-22,Sale,Turag,C-000874,M/S Rima Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO1-07-23,OUT,250.00 ,24.00,0.00,24.00,940.00,22560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Borobari,Gazipur",25-Feb-72,NO,51 Year,18724.8
S-08009,1-Sep-22,Sale,Turag,C-000652,M/S Khalil Master Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO1-07-23,OUT,250.00 ,14.00,0.00,14.00,940.00,13160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Voradoba, Bhaluka, Mymensingh",30-Jun-78,NO,45 Year,16674.7
S-07618,21-Aug-22,Sale,Turag,C-000114,M/S PP Poultry Feed & Medicine Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO1-07-22,OUT,250.00 ,45.00,0.00,45.00,940.00,42300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Barekmarket,Chabagan,Gazipur",28-Feb-70,NO,53 Year,80391.06
S-07618,21-Aug-22,Sale,Turag,C-000114,M/S PP Poultry Feed & Medicine Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,GA-04,OUT,250.00 ,7.00,0.00,7.00,940.00,6580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Barekmarket,Chabagan,Gazipur",28-Feb-70,NO,53 Year,80391.06
S-07618,21-Aug-22,Sale,Turag,C-000114,M/S PP Poultry Feed & Medicine Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO1-07-23,OUT,250.00 ,8.00,5.00,13.00,940.00,7520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Barekmarket,Chabagan,Gazipur",28-Feb-70,NO,53 Year,80391.06
S-07617,21-Aug-22,Sale,Turag,C-000117,M/S K.S Fish Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO1-07-23,OUT,250.00 ,100.00,12.00,112.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Bawal Mirzapur,Gazipur.",5-Sep-88,NO,35 Year,62324.55
S-07203,8-Aug-22,Sale,Turag,C-000468,M/S Shariar Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO1-07-22,OUT,250.00 ,92.00,6.00,98.00,940.00,86480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sumaiya Villa, House # 630,  Great Wall City,Noljani,Gazipur","Gashbari Raghonatpur,Kaliakair, Gazipur.",5-Jun-84,NO,39 Year,93849.58
